street,suburb,numbers,postcode,lon,lat,accuracy,matchedaddress
"Matsons Avenue","Papanui","","8053","172.602524","-43.496909","street","Matsons Avenue, Papanui, Christchurch"
"Matthams Lane","Cashmere","","8022","172.644454","-43.57545","street","Matthams Lane, Cashmere, Christchurch"
"Matthew Place","Halswell","","8025","172.566034","-43.566507","street","Matthew Place, Halswell, Christchurch"
"Matthews Street","Kaiapoi","","7630","172.643705","-43.391845","street","Matthews Street, Kaiapoi, Waimakariri"
"Mattingley Street","Aranui","","8061","172.708264","-43.51292","street","Mattingley Street, Aranui, Christchurch"
"Matua Place","Parklands","","8083","172.690215","-43.472986","street","Matua Place, Parklands, Christchurch"
"Matuku Place","Burnham","","7600","172.298186","-43.613785","street","Matuku Place, Burnham, Selwyn"
"Mauger Drive","Heathcote Valley","","8022","172.696282","-43.570725","street","Mauger Drive, Heathcote Valley, Christchurch"
"Maunsell Street","Woolston","","8023","172.677474","-43.557679","street","Maunsell Street, Woolston, Christchurch"
"Maurice Hayes Place","Woolston","","8023","172.69079","-43.553014","street","Maurice Hayes Place, Woolston, Christchurch"
"Maurice Stanton Place","Mairehau","","8052","172.653507","-43.493991","street","Maurice Stanton Place, Mairehau, Christchurch"
"Maurice Street","Lincoln","","7608","172.483044","-43.641529","street","Maurice Street, Lincoln, Selwyn"
"Mavin Road","Hoon Hay","","8025","172.611465","-43.572732","street","Mavin Road, Hoon Hay, Christchurch"
"Maxwell Street","Riccarton","","8041","172.596188","-43.532236","street","Maxwell Street, Riccarton, Christchurch"
"May Street","Leeston","","7632","172.298501","-43.7583","street","May Street, Leeston, Selwyn"
"Maydell Street","Ilam","","8041","172.571714","-43.5188","street","Maydell Street, Ilam, Christchurch"
"Mayfair Street","Riccarton","","8011","172.61098","-43.535422","street","Mayfair Street, Riccarton, Christchurch"
"Mayfield Avenue","Mairehau","3-72","8013","172.64172","-43.506225","street","Mayfield Avenue, Mairehau, Christchurch"
"Mayfly Lane","Coutts Island","","8051","172.597381","-43.445659","street","Mayfly Lane, Coutts Island, Christchurch"
"Mayo Place","Belfast","","8051","172.632728","-43.448232","street","Mayo Place, Belfast, Christchurch"
"Mays Road","St Albans","","8052","172.620552","-43.503143","street","Mays Road, St Albans, Christchurch"
"McAllister Place","Kaiapoi","","7630","172.649056","-43.39014","street","McAllister Place, Kaiapoi, Waimakariri"
"McAlpine Street","Wigram","1-77","8042","172.563148","-43.541969","street","McAlpine Street, Wigram, Christchurch"
"McArthurs Road","Harewood","","8051","172.53559","-43.470088","street","McArthurs Road, Harewood, Christchurch"
"McBeath Avenue","Hoon Hay","","8025","172.607999","-43.561312","street","McBeath Avenue, Hoon Hay, Christchurch"
"McBratneys Road","Dallington","","8061","172.675236","-43.513439","street","McBratneys Road, Dallington, Christchurch"
"McCarthy Street","Hoon Hay","","8025","172.59021","-43.563871","street","McCarthy Street, Hoon Hay, Christchurch"
"McClintock Lane","Sockburn","","8042","172.55587","-43.532774","street","McClintock Lane, Sockburn, Christchurch"
"McCombs Street","Somerfield","","8024","172.627591","-43.556373","street","McCombs Street, Somerfield, Christchurch"
"McCorkindale Place","Shirley","","8061","172.664373","-43.503405","street","McCorkindale Place, Shirley, Christchurch"
"McCormacks Bay Road","Mt Pleasant","","8081","172.724334","-43.558593","street","McCormacks Bay Road, Mt Pleasant, Christchurch"
"McCormacks Bay Road","Redcliffs","","8081","172.724334","-43.558593","street","McCormacks Bay Road, Redcliffs, Christchurch"
"McDougal Place","Kaiapoi","","7630","172.64329","-43.387393","street","McDougal Place, Kaiapoi, Waimakariri"
"McDougall Avenue","St Albans","","8014","172.622986","-43.50986","street","McDougall Avenue, St Albans, Christchurch"
"McFaddens Road","St Albans","","8052","172.628547","-43.500148","street","McFaddens Road, St Albans, Christchurch"
"McGregors Road","Linwood","","8062","172.68355","-43.531861","street","McGregors Road, Linwood, Christchurch"
"McHaffies Place","Wainoni","","8061","172.697841","-43.517354","street","McHaffies Place, Wainoni, Christchurch"
"McIntosh Place","Kaiapoi","","7630","172.652464","-43.394622","street","McIntosh Place, Kaiapoi, Waimakariri"
"McIntyre Street","Shirley","","8013","172.659175","-43.49582","street","McIntyre Street, Shirley, Christchurch"
"McKellar Place","Hornby","","8042","172.535577","-43.554728","street","McKellar Place, Hornby, Christchurch"
"McKenzie Avenue","Southbridge","","7602","172.252062","-43.806442","street","McKenzie Avenue, Southbridge, Selwyn"
"McLean Street","Linwood","","8062","172.673361","-43.530406","street","McLean Street, Linwood, Christchurch"
"McLeans Island Road","Harewood","","8051","172.50009","-43.468172","street","McLeans Island Road, Harewood, Christchurch"
"McLeans Island Road","Mcleans Island","","8051","172.50009","-43.468172","street","McLeans Island Road, Mcleans Island, Christchurch"
"McLeish Lane","Barrington","","8024","172.601776","-43.552285","street","McLeish Lane, Barrington, Christchurch"
"McLellan Place","Ilam","","8041","172.567334","-43.518002","street","McLellan Place, Ilam, Christchurch"
"McLeod Street","Richmond","","8013","172.653711","-43.518119","street","McLeod Street, Richmond, Christchurch"
"McMahon Drive","Halswell","","8025","172.563728","-43.567272","street","McMahon Drive, Halswell, Christchurch"
"McRae Street","Woolston","","8023","172.683384","-43.553413","street","McRae Street, Woolston, Christchurch"
"McSaveneys Road","Marshland","3-77","8051","172.65541","-43.485389","street","McSaveneys Road, Marshland, Christchurch"
"McTeigue Road","Wigram","","8025","172.542048","-43.564574","street","McTeigue Road, Wigram, Christchurch"
"Mead Road","Burnham","","7600","172.309117","-43.6124","street","Mead Road, Burnham, Selwyn"
"Meadow Street","Kaiapoi","","7630","172.663532","-43.380792","street","Meadow Street, Kaiapoi, Waimakariri"
"Meadow Street","Northcote","","8052","172.616351","-43.489869","street","Meadow Street, Northcote, Christchurch"
"Meadowcroft Lane","Harewood","","8051","172.577445","-43.480331","street","Meadowcroft Lane, Harewood, Christchurch"
"Meadowville Avenue","Spreydon","","8024","172.623119","-43.55455","street","Meadowville Avenue, Spreydon, Christchurch"
"Mecca Place","Bromley","","8062","172.690637","-43.524492","street","Mecca Place, Bromley, Christchurch"
"Medbury Terrace","Fendalton","","8041","172.591328","-43.521506","street","Medbury Terrace, Fendalton, Christchurch"
"Medina Crescent","Parklands","","8083","172.700189","-43.484107","street","Medina Crescent, Parklands, Christchurch"
"Medway Street","Richmond","","8013","172.662737","-43.514965","street","Medway Street, Richmond, Christchurch"
"Meeking Place","Halswell","","8025","172.570104","-43.570231","street","Meeking Place, Halswell, Christchurch"
"Meldrum Place","Harewood","","8051","172.5762","-43.485915","street","Meldrum Place, Harewood, Christchurch"
"Melissa Place","Russley","","8042","172.556415","-43.500068","street","Melissa Place, Russley, Christchurch"
"Melleray Place","Redcliffs","","8081","172.72805","-43.566822","street","Melleray Place, Redcliffs, Christchurch"
"Melody Lane","Burwood","","8061","172.676899","-43.497409","street","Melody Lane, Burwood, Christchurch"
"Melrose Street","Christchurch Central","","8013","172.64414","-43.522093","street","Melrose Street, Christchurch Central, Christchurch"
"Melville Road","Burnham","","7600","172.308602","-43.610279","street","Melville Road, Burnham, Selwyn"
"Melville Street","Bishopdale","","8053","172.579132","-43.488893","street","Melville Street, Bishopdale, Christchurch"
"Memorial Avenue","Burnside","","8053","172.567361","-43.504184","street","Memorial Avenue, Burnside, Christchurch"
"Memorial Avenue","Christchurch Airport","","8053","172.567361","-43.504184","street","Memorial Avenue, Christchurch Airport, Christchurch"
"Memorial Avenue","Ilam","","8053","172.567361","-43.504184","street","Memorial Avenue, Ilam, Christchurch"
"Memorial Avenue","Russley","","8053","172.567361","-43.504184","street","Memorial Avenue, Russley, Christchurch"
"Mendip Place","Casebrook","","8051","172.598844","-43.477117","street","Mendip Place, Casebrook, Christchurch"
"Menlo Terrace","Mt Pleasant","","8081","172.711201","-43.558647","street","Menlo Terrace, Mt Pleasant, Christchurch"
"Menzies Street","Sumner","","8081","172.764275","-43.573803","street","Menzies Street, Sumner, Christchurch"
"Meon Street","Aranui","","8061","172.710113","-43.507106","street","Meon Street, Aranui, Christchurch"
"Meredith Street","Addington","","8024","172.61097","-43.545602","street","Meredith Street, Addington, Christchurch"
"Merivale Lane","Merivale","","8014","172.620171","-43.517383","street","Merivale Lane, Merivale, Christchurch"
"Merle Place","Barrington","","8024","172.61553","-43.564241","street","Merle Place, Barrington, Christchurch"
"Merlewood Avenue","Cashmere","","8022","172.63449","-43.569075","street","Merlewood Avenue, Cashmere, Christchurch"
"Mermaid Place","Southshore","","8062","172.749053","-43.555922","street","Mermaid Place, Southshore, Christchurch"
"Merrin Street","Avonhead","","8042","172.557113","-43.510338","street","Merrin Street, Avonhead, Christchurch"
"Merrington Crescent","Bexley","","8061","172.705333","-43.516946","street","Merrington Crescent, Bexley, Christchurch"
"Mersey Street","St Albans","1-152","8014","172.637318","-43.505816","street","Mersey Street, St Albans, Christchurch"
"Merton Place","Papanui","","8053","172.596723","-43.499053","street","Merton Place, Papanui, Christchurch"
"Mervyn Drive","Avondale","","8061","172.689952","-43.503817","street","Mervyn Drive, Avondale, Christchurch"
"Messines Street","Leeston","","7632","172.300087","-43.761471","street","Messines Street, Leeston, Selwyn"
"Metro Place","Bromley","","8062","172.70699","-43.536421","street","Metro Place, Bromley, Christchurch"
"Mica Place","Northwood","","8051","172.616441","-43.465325","street","Mica Place, Northwood, Christchurch"
"Michael Avenue","Mt Pleasant","","8081","172.71349","-43.562558","street","Michael Avenue, Mt Pleasant, Christchurch"
"Michelangelo Drive","Rolleston","","7614","172.382977","-43.599241","street","Michelangelo Drive, Rolleston, Selwyn"
"Michelle Road","Wigram","","8042","172.566982","-43.547161","street","Michelle Road, Wigram, Christchurch"
"Michigan Place","Burwood","","8083","172.674402","-43.491441","street","Michigan Place, Burwood, Christchurch"
"Midas Place","Middleton","","8024","172.581561","-43.542482","street","Midas Place, Middleton, Christchurch"
"Middlepark Road","Sockburn","","8042","172.555564","-43.533336","street","Middlepark Road, Sockburn, Christchurch"
"Middleton Road Upper","Riccarton","","8041","172.597017","-43.530505","suburb","Riccarton, Christchurch"
"Midhurst Street","Bishopdale","","8053","172.582533","-43.495619","street","Midhurst Street, Bishopdale, Christchurch"
"Milford Street","Strowan","","8014","172.618703","-43.510021","street","Milford Street, Strowan, Christchurch"
"Milkers Gate","Marshland","","8083","172.676847","-43.476081","street","Milkers Gate, Marshland, Christchurch"
"Millar Street","Sydenham","","8023","172.641393","-43.556256","street","Millar Street, Sydenham, Christchurch"
"Millbank Lane","Merivale","","8014","172.621994","-43.521729","street","Millbank Lane, Merivale, Christchurch"
"Millcroft Place","Parklands","","8083","172.701829","-43.471174","street","Millcroft Place, Parklands, Christchurch"
"Millhill Lane","St Martins","","8022","172.653248","-43.566226","street","Millhill Lane, St Martins, Christchurch"
"Millpark Terraces","Northwood","","8051","172.606726","-43.454993","suburb","Northwood, Christchurch"
"Millpond Place","Marshland","","8083","172.676301","-43.471075","street","Millpond Place, Marshland, Christchurch"
"Mills Road","Marshland","","8051","172.636813","-43.473263","street","Mills Road, Marshland, Christchurch"
"Millstream Drive","Lincoln","","7608","172.490556","-43.643834","street","Millstream Drive, Lincoln, Selwyn"
"Millstream Drive","Northwood","","8051","172.608251","-43.455205","street","Millstream Drive, Northwood, Christchurch"
"Millway Place","Cashmere","","8022","172.651597","-43.574397","street","Millway Place, Cashmere, Christchurch"
"Milnebank Street Upper","Riccarton","","8041","172.597017","-43.530505","suburb","Riccarton, Christchurch"
"Milns Road","Halswell","","8025","172.575541","-43.574302","street","Milns Road, Halswell, Christchurch"
"Milrose Court","Lincoln","","7608","172.487286","-43.644206","street","Milrose Court, Lincoln, Selwyn"
"Milton Street","Somerfield","2-169","8024","172.628158","-43.553543","street","Milton Street, Somerfield, Christchurch"
"Milton Street","Sydenham","175-270","8023","172.628158","-43.553543","street","Milton Street, Sydenham, Christchurch"
"Minaret Street","Mairehau","","8013","172.648381","-43.503973","street","Minaret Street, Mairehau, Christchurch"
"Mirfield Place","Avonhead","","8042","172.540337","-43.515509","street","Mirfield Place, Avonhead, Christchurch"
"Miro Street","Fendalton","","8041","172.593364","-43.526447","street","Miro Street, Fendalton, Christchurch"
"Mission Lane","Papanui","","8053","172.600956","-43.496081","street","Mission Lane, Papanui, Christchurch"
"Mistral Road","Northwood","","8051","172.617472","-43.463272","street","Mistral Road, Northwood, Christchurch"
"Mitcham Place","Aranui","","8061","172.718274","-43.508824","street","Mitcham Place, Aranui, Christchurch"
"Moa Place","Christchurch Central","","8013","172.643253","-43.522592","street","Moa Place, Christchurch Central, Christchurch"
"Moa Street","Burnham","","7600","172.299178","-43.619408","street","Moa Street, Burnham, Selwyn"
"Moana Street","Somerfield","","8024","172.628454","-43.564565","street","Moana Street, Somerfield, Christchurch"
"Moeraki Place","Hei Hei","","8042","172.518127","-43.531707","street","Moeraki Place, Hei Hei, Christchurch"
"Moffat Drive","Lincoln","","7608","172.488918","-43.64197","street","Moffat Drive, Lincoln, Selwyn"
"Moffett Street","Islington","","8042","172.511008","-43.539379","street","Moffett Street, Islington, Christchurch"
"Molesworth Place","Barrington","","8024","172.61613","-43.572185","street","Molesworth Place, Barrington, Christchurch"
